drug_id,drug_name
D02036,Meglumine sodium iodamide
D02037,Perphenazine maleate; PZC
D02038,Potassium carbonate; Racol
D02039,Lactitol hydrate; Lactitol monohydrate; Portolac
D02040,Pralmorelin dihydrochloride; Pralmorelin hydrochloride; GHRP
D02041,Tropisetron hydrochloride; Navoban
D02042,Olprinone hydrochloride hydrate; Coretec
D02043,Norcholestenol iodomethyl; Adosterol
D02045,Benidipine hydrochloride; KW 3049; Coniel
D02046,Zinostatin; Neocarzinostatin
D02047,Dextran sulfate sodium; MDS-Kowa A
D02048,Clinprost; TEI 9090; Arteron
D02049,Colistimethate sodium; Colistin sodium methanesulfonate; Coly-Mycin M; Methacolimycin
D02050,"Potassium phosphate, monobasic"
D02051,Potassium nitrate; Sensodyne
D02052,Barium sulfate; Baricon
D02053,Potassium permanganate; Potassium permanganate
D02054,Sodium pyrosulfite; Sodium metabisulfite
D02055,Sodium bromide; Sodium bromide
D02056,Sodium chloride; Adsorbanac
D02057,Hydrochloric acid
D02058,Zinc chloride; Zinc chloride
D02059,Sodium bisulfite; Sodium bisulfite
D02060,Potassium chloride; K-dur; KCL; Kaon-Cl; Klor-con; Klotrix
D02061,Cyclopenthiazide; Navidrex
D02062,Chromomycin A3
D02063,Peplomycin sulfate; Pepleo
D02064,Pridinol mesilate; Pridinol methanesulfonate; Konlax
D02065,Ampicillin sodium and sulbactam sodium; Unasyn-S
D02066,Isoproterenol sulfate; Isoprenaline sulfate; Luf-Iso; Medihaler-Iso
D02067,Diphenylimidazole
D02068,Tacrine hydrochloride; Cognex
D02069,Atropine sulfate; Isopto Atropine
D02070,Homatropine methylbromide; Equipin
D02071,Scopolamine hydrobromide; Scopolamine hydrobromide hydrate; Scopolamine hydrobromide trihydrate; Hysco; Isopto hyoscine
D02072,L-Histidine hydrochloride hydrate; L-Histidine monohydrochloride
D02073,Gemeprost; Preglandin
D02074,Amphetamine sulfate; Benzedrine; Evekeo
D02075,Sodium gualenate; Sodium guaiazulenesulfonate; Azunol ST
D02076,Brimonidine tartrate; Alphagan
D02077,Potassium bicarbonate; Potassium hydrogencarbonate; Potassium hydrogen carbonate; K-vescent
D02078,Dextroamphetamine sulfate; Dexedrine; Dextrostat
D02079,Codein phosphate and aspirin; Empirin compound
D02080,Phendimetrazine tartrate; Bontril; Statobex
D02081,Metipranolol hydrochloride; Optipranolol
D02082,Eprosartan mesylate; Teveten
D02084,Inamrinone ethylenelactate; Amrinone ethylenelactate; Inocor
D02085,Milrinone lactate; Primacor
D02086,Lidocaine hydrochloride; Dalcaine; Xylocaine
D02087,Moricizine hydrochloride; Ethmozine
D02088,Tocainide hydrochloride; Tonocard
D02089,Buclizine hydrochloride; Vibazine
D02090,Cyclizine lactate; Marezine
D02091,Tripelennamine hydrochloride; PBZ-SR
D02092,Cisapride; Cisapride monohydrate; Propulsid
D02093,Isoetharine hydrochloride; BETA-2
D02094,Thiamine hydrochloride; Thiamine chloride hydrochloride; Thiamine HCL
D02095,Naltrexone hydrochloride; ReVia
D02096,Fosphenytoin sodium; Cerebyx; Sesquient
D02097,Tiagabine hydrochloride; Gabitril
D02098,Proparacaine hydrochloride; Alcaine; Ophthetic
D02099,Propoxycaine hydrochloride; Ravocaine hydrochloride; Blockaine hydrochloride
D02100,Ziprasidone mesylate; Ziprasidone mesylate hydrate; Geodon
D02101,Codeine phosphate; Codeine phosphate hydrate; Codeine
D02102,Methadone hydrochloride; Dolophine hydrochloride
D02103,Phenytoin sodium; Phenytoin sodium for injection; Aleviatin; Dilantin
D02104,Nalmefene hydrochloride; Revex
D02105,Tetracosactide acetate; Cortrosyn
D02106,Arsenic trioxide; Trisenox
D02107,Indium In 111 chloride; Indium chloride injection; Indiclor
D02108,Indium In 111 pentetreotide; OctreoScan
D02109,dl-Methylephedrine hydrochloride; Methy-F
D02110,Indomethacin sodium; Indometacin sodium hydrate; Indomethacin sodium trihydrate; Indometacin sodium; Indocin I.V.
D02111,Pentazocine lactate; Talwin
D02112,Heparin sodium; Parnaparin sodium; Liquemin sodium
D02113,Colestipol hydrochloride; Colestid
D02114,Hydroxychloroquine sulfate; Plaquenil
D02115,Methotrexate sodium; Trexall; Rasuvo
D02116,Histrelin acetate; Vantas; Supprelin
D02117,Sermorelin acetate; Sermorelin acetate hydrate; Geref
D02118,Glucagon hydrochloride; Glucagon monohydrochloride; Glucagen; Glucagon
D02119,Ampicillin sodium; Omnipen-N; Viccillin
D02120,Citric acid monohydrate and potassium bicarbonate; K-lyte
D02121,Ceftibuten hydrate; Ceftibuten dihydrate; Cedax; Seftem
D02122,Tetracycline hydrochloride; Bristacycline
D02123,Trovafloxacin mesylate; Trovan
D02124,Penciclovir sodium
D02125,Chloroquine phosphate; Aralen
D02126,Primaquine phosphate; Primaquine
D02127,Piperazine citrate; Piperazine citrate hydrate; Bryrel
D02128,Difenoxin hydrochloride and atropine sulfate; Motofen
D02129,Doxycycline hyclate; Doxycycline hydrochloride hydrate; Doryx; Lymepak; Periostat; Vibra-tabs
D02130,Tropisetron; Navoban
D02131,Tegafur and uracil; Uftoral
D02132,Clindamycin hydrochloride; Cleocin hydrochloride; Dalacin
D02133,Naphazoline hydrochloride and pheniramine maleate; Naphcon-A
D02134,Azithromycin hydrate; Azithromycin dihydrate; Zithromac; Zmax; Azimycin
D02135,Levodopa and benserazide hydrochloride; Madopar
D02136,Ampicillin and dicloxacillin sodium
D02137,Dicloxacillin sodium; Dicloxacillin sodium hydrate; Dycill
D02138,Colistin sulfate; Coly-Mycin S; Colymycin S
D02139,"Hydrocortisone acetate, neomycin sulfate, colistin sulfate and thonzonium bromide; Coly-Mycin S"
D02140,Thonzonium bromide; Tonzonium bromide; Thonzide
D02141,Iron dextran; Infed
D02142,Teicoplanin; Tagocid
D02143,Trichomycin; Hachimycin
D02144,Oxytetracycline hydrochloride and polymixin B sulfate; Terramycin ophthalmic
D02145,Piperazine adipate; Camin AP
D02146,Acetaminophen and codeine phosphate; Tylenol w/codeine
D02147,Albuterol; Salbutamol; Proventil
D02148,Phenindamine tartrate; Nolahist
D02149,Epinephrine bitartrate; Asmatane mist; Medihaler-epi
D02150,l-Isoprenaline hydrochloride; Proternol-L
D02151,Tulobuterol; Atenos; Hokunalin
D02152,Hydrocodone bitartrate and ibuprofen; Vicoprofen
D02153,Acetaminophen and oxycodone hydrochloride; Percocet; Roxicet 5/500; Tylox
D02154,"Aspirin, oxycodone hydrochloride and oxycodone terephthalate; Codoxy; Percodan-demi"
D02155,"Aspirin, caffeine and propoxyphene hydrochloride; Darvon compound-65"
D02156,Prednisolone hemisuccinate; Prednisolone succinate
D02157,Penicillin G benzathine; Benzylpenicillin benzathine hydrate; Bicillin L-A; Permapen; Wycillin; Stelues
D02158,Menopafant; Minopafant; E 5880
D02159,Undecylenic acid; Cruex
D02160,Pyrithioxine; Pyritinol
D02161,Ioxilan; Oxilan-300
D02162,Chlorprothixene hydrochloride
D02163,Fluphenazine maleate; Flumezin
D02164,Cetrimide
D02165,Docetaxel; Docetaxel hydrate; Docetaxel trihydrate; Taxotere
D02166,Mitoxantrone hydrochloride; Novantron
D02167,Prenylamine lactate; Segontin
D02168,Topotecan hydrochloride; Nogitecan hydrochloride; Hycamtin; Potactasol
D02169,Croconazole hydrochloride; Pilzcin
D02170,Indeloxazine hydrochloride
D02171,Sennosides; Pursennid
D02172,Noscapine hydrochloride hydrate
D02173,Galantamine hydrobromide; Razadyne; Reminyl
D02174,Dexamethasone acetate; Decadronal
D02175,Compound oxycodone; Pavinal
D02176,Levocarnitine; L-Carnitine; Carnitor
D02177,Bleomycin sulfate; Blenoxane
D02178,Grepafloxacin hydrochloride; Raxar
D02179,Pyridoxine hydrochloride; Hexa-betalin
D02181,Sisomicin sulfate; Siseptin
D02182,Cocaine hydrochloride; Cocaine hydrochloride
D02183,Sodium lactate; Mediject L
D02184,Erythromycin stearate; Bristamycin
D02185,Chloramphenicol sodium succinate; Chloromycetin succinate
D02186,Oleandomycin phosphate; Matromycin
D02187,Fosfomycin calcium hydrate; Fosmicin
D02188,Fosfomycin sodium; Fosmicin S
D02189,Magnesium stearate
D02190,Carbenicillin disodium; Carbenicillin sodium; Geopen
D02191,Cefamandole sodium; Kefdole
D02192,Saccharin sodium; Saccharin sodium hydrate; Sodium saccharin dihydrate; Sucaryl
D02193,Echothiophate iodide; Ecothiopate iodide; Phospholine iodide
D02194,Cilastatin sodium; CS
D02195,Mupirocin calcium; Mupirocin calcium hydrate; Mupirocin calcium dihydrate; Bactroban
D02196,Methicillin sodium; Meticillin sodium; Methicillin sodium monohydrate; Staphcillin
D02197,Vincristine sulfate; VCR; Marqibo; Oncovin; Vincasar; Vincrex
D02198,Moxalactam disodium; Latamoxef sodium; Moxam; Shiomarin
D02199,Carbenicillin phenyl sodium; Carfecillin sodium
D02200,Pilocarpine hydrochloride; Isopto carpine; Pilopine HS; Salagen; Sanpilo
D02201,Talampicillin hydrochloride; Aseocillin
D02202,Lobeline hydrochloride
D02203,Hetacillin potassium; Hetacin-K
D02204,Hexamethonium bromide; Hexamethonium bromide
D02205,Ethylmorphine hydrochloride hydrate; Ethylmorphine hydrochloride dihydrate; Ethylmorphine hydrochloride
D02206,Buformin hydrochloride; Dibetos-B
D02207,Tubocurarine chloride; Tubocurarine chloride hydrate; Tubocurarine chloride
D02208,Sultopride hydrochloride; Sultopride monohydrochloride; Barnetil
D02209,Ribostamycin sulfate; Vistamycin
D02210,Sulfobromophthalein sodium
D02211,Dihydroergotamine mesylate; Dihydroergotamine mesilate; Migranal; Trudhesa
D02212,Ipratropium bromide; Ipratropium bromide hydrate; Atrovent
D02213,Metoclopramide hydrochloride; Metoclopramide dihydrochloride monohydrate; Primperan; Reglan
D02214,Epirubicin hydrochloride; EPI; Ellence
D02216,Ciprofloxacin hydrochloride; Ciprofloxacin hydrochloride hydrate; Ciloxan; Cipro; Proquin XR
D02217,Raloxifene hydrochloride; LY 156758; Evista
D02218,Papaverine hydrochloride; Pavabid
D02219,Terbinafine hydrochloride; Lamisil
D02220,Dibucaine hydrochloride; Nupercaine hydrochloride; Percamin
D02221,Mezlocillin sodium; Mezlocillin sodium monohydrate; Mezlin
D02222,Meropenem; Meropenem hydrate; Merrem
D02223,Sulbactam sodium; SBT
D02224,Protamine sulfate; Protamine sulfate
D02226,Cefazolin sodium hydrate
D02227,Pentazocine hydrochloride; Sosegon; Talacen
D02228,Cefotetan disodium; Cefotetan sodium; Cefotan
D02229,Sildenafil citrate; Revatio; Viagra
D02230,Gramicidin S hydrochloride; Gramicidin S dihydrochloride
D02231,Cloxacillin sodium; Cloxacillin sodium hydrate; Cloxapen; Tegopen
D02232,Cefoselis sulfate; FK 037; Winsef
D02233,Cefozopran hydrochloride; Firstcin
D02234,Cyproheptadine hydrochloride; Cyproheptadine hydrochloride sesquihydrate; Periactin
D02235,Desmopressin acetate; Desmopressin acetate hydrate; Desmopressin acetate trihydrate; DDAVP; Minirinmelt; Stimate
D02236,Flupentixol dihydrochloride
D02237,Guanethidine sulfate
D02238,Levallorphan tartrate; Lorfan
D02239,Sparteine sulfate; Sparteine sulfate pentahydrate
D02240,Diatrizoic acid; Amidotrizoic acid
D02241,Ticarcillin disodium; Ticarcillin sodium; Ticar
D02242,Methamphetamine hydrochloride; Desoxyn
D02243,Meclofenoxate hydrochloride; Lucidril
D02245,Trimeprazine tartrate; Alimemazine tartrate; Alimezine
D02246,Biperiden hydrochloride; Tasmolin
D02247,Biperiden lactate; Tasmolin
D02248,Levomepromazine maleate; Hirnamin
D02249,Emedastine difumarate; Daren; Emadine
D02250,Octreotide acetate; Octreotide diacetate; Sandostatin
D02251,Piperacillin; Piperacillin hydrate
D02252,Amobarbital sodium; Amytal sodium
D02253,Pentobarbital calcium; Ravona
D02254,Calcium lactate hydrate; Calcium lactate pentahydrate; Calcium lactate
D02255,Chlortetracycline hydrochloride; Aureomycin
D02256,Calcium chloride; Calcium chloride hydrate; Calcium chloride dihydrate; Conclyte-Ca
D02257,Calcium acetate; Calcium acetate monohydrate
D02258,Atorvastatin calcium; Atorvastatin calcium hydrate; Atorvastatin calcium trihydrate; Atorvaliq; Lipitor
D02259,Sodium iodide I 131; Iodotope; Hicon
D02260,Paroxetine hydrochloride hemihydrate; Paroxetine hydrochloride hydrate; Paxil
D02261,Quinine hydrochloride hydrate; Quinine hydrochloride dihydrate; Quinine hydrochloride
D02262,Quinine sulfate; Quinine sulfate hydrate; Quinine hydrogen sulfate; Coco-quinine
D02263,Codein phosphate and guaifenesin; Brontex; Tussi-organidin NR
D02264,Dipotassium glycyrrhizinate; Glycyrrhizinate dipotassium; Neubormitin
D02265,Protoporphyrin disodium; Prolmon
D02266,Cetraxate hydrochloride; Neuer
D02267,Foscarnet sodium hydrate; Foscarnet sodium hexahydrate; Trisodium phosphonoformate hexahydrate; Foscavir
D02268,Ergoloid mesylates; Dihydroergotoxine mesilate; Circanol; Hydergine; Inorter
D02269,Kitasamycin; Leucomycin
D02270,Viomycin sulfate; Viomycin sulfate
D02271,Morphine hydrochloride hydrate; Morphine hydrochloride trihydrate; Anpec
D02272,Quinidine sulfate; Quinidine sulfate hydrate; Quinidex
D02273,"Isoproterenol sulfate, dexamethasone and atropine methybromide; Stmerin D"
D02274,Dantrolene sodium; Dantrolene sodium hydrate; Dantrium; Ryanodex
D02275,Suxamethonium chloride hydrate; Suxamethonium chloride dihydrate; Succin
D02276,Ethanolamine oleate; Monoethanolamine oleate; Ethamolin; Oldamin
D02277,Sodium benzoate; Sodium benzoate
D02278,Lysine acetate; L-Lysine acetate; L-Lysine monoacetate
D02279,Lysine hydrochloride; L-Lysine hydrochloride; L-Lysine monohydrochloride
D02280,Sodium L-glutamate hydrate; Monosodium glutamate; Monosodium L-glutamate monohydrate; Ancoma
D02281,Levalbuterol hydrochloride; Xopenex
D02282,Rolitetracycline; Synterin
D02283,Iomazenil; Benzodine
D02284,Technetium Tc 99m exametazime; Ceretec
D02285,Tiludronate disodium; Skelid
D02286,Betamethasone benzoate; Uticort
D02287,Clocortolone pivalate; Cloderm
D02288,Hydrocortisone valerate; Westcort
D02289,Medrysone; HMS
D02290,Flurbiprofen sodium; Ocufen
D02291,Levmetamfetamine
D02292,Gallamine triethiodide; Flaxedil
D02293,Calcium ascorbate
D02294,Denatonium benzoate; Bitrex
D02295,Povidone; Polyvinylpyrrolidone; Vinisil
D02296,Isopropyl myristate; Estergel
D02297,Emtricitabine and tenofovir disoproxil; Truvada
D02298,Dimethisterone
D02299,Cefazolin
D02300,Adenosine triphosphate disodium hydrate; Adenosine triphosphate disodium trihydrate; Adenosine 5'-triphosphate disodium; ATP
D02301,Oxolinic acid; OA; Aqualinic
D02302,Flumequine; FLM; Apurone
D02303,Miloxacin
D02304,Lysine; L-Lysine
D02305,Rosoxacin; ROS; Roxadyl
D02306,Pefloxacin; PFLX
D02307,Pefloxacin mesylate
D02308,Fumaric acid
D02309,Methyl alcohol; Methanol
D02310,Propionic acid
D02311,Acetone; 2-Propanone; Acetone
D02312,Methylene blue; Methylthioninium chloride; Methylthioninium chloride proveblue
D02313,Nitric acid; Nitrate
D02314,Benzaldehyde
D02315,Oleic acid
D02316,Pectin
D02317,Tosufloxacin
D02318,Lomefloxacin
D02319,Ethyl acetate
D02320,Polyvinyl alcohol; Liquifilm tears
D02321,Amsacrine; Amsidyl
D02322,Apramycin
D02323,Tolrestat; Alredase
D02324,Alginic acid
D02325,Dextrose; Glucose hydrate; alpha-D-Glucose monohydrate; Dextrose monohydrate; Cartose
D02326,Cysteine hydrochloride; L-Cysteine hydrochloride hydrate; Elcys
D02327,Doxylamine succinate; Decapryn
D02328,Zopolrestat; Alond
D02329,Maltodextrin; Maltrin
D02330,Methylene chloride
D02331,Vitamin E; Eprolin
D02332,Tocopherol; dl-alpha-Tocopherol
D02333,Coumermycin; Coumermycin A1
D02334,Hypophosphorous acid; Phosphinic acid
D02335,Menadione; Kappaxin
D02336,Benzylpenicillin; Penicillin G
D02337,Diethanolamine; Diolamine
D02338,Acebutolol
D02339,Azlocillin
D02340,Loxapine; Adasuve
D02341,Meclofenamic acid
D02342,Bisoprolol
D02343,Carboprost
D02344,Cefamandole
D02345,Cefoxitin
D02346,Lincomycin hydrochloride hydrate; LCM; Lincocin
D02347,Dantrolene
D02348,Dicloxacillin
D02349,Dipivefrin; Dipivefrine
D02350,Fenoprofen
D02351,Mafenide
D02352,Cefaclor; Cefaclor monohydrate; Ceclor
D02353,Cefadroxil; Cefadroxil monohydrate; Duricef
D02354,Thiethylperazine
D02355,Tolmetin
D02356,Verapamil
D02357,Methysergide
D02358,Metoprolol
D02359,Ritodrine
D02360,Sertraline
D02361,Propiomazine
D02362,Paroxetine; Paroxetine
D02363,Ketanserin
D02364,Lobeline
D02365,Oxypurinol; Oxipurinol
D02366,Chloroquine
D02367,Desogestrel
D02368,Gemcitabine
D02369,Histrelin; Vantas
D02370,Clavulanate potassium; CVA
D02371,Clocapramine hydrochloride hydrate; Clofekton
D02372,Perospirone hydrochloride hydrate; Lullan
D02373,Etidronic acid
D02374,Metipranolol
D02375,Terbinafine; Lamasil
D02376,Cefepime
D02377,Anethole
D02378,Acronine; Acronine
D02379,Diethyltoluamide; DEET
D02380,Amitraz
D02381,Aspartame
D02382,Propyl gallate
D02383,Prenylamine
D02384,Verlukast
D02385,Levcromakalim; Lemakalim
D02386,Ticrynafen; Tienilic acid; Selacryn
D02387,Cycloguanil pamoate; Cycloguanil embonate
D02388,Levonordefrin; Corbadrine; Neo-cobefrin
D02389,Primidolol
D02390,Zinc gluconate
D02391,Cethromycin
D02392,Nosiheptide
D02393,Resorcinol monoacetate; Euresol
D02394,Ferrous gluconate; Enterued
D02395,Copper gluconate
D02396,Hexoprenaline sulfate; Delaprem
D02397,Arginine glutamate; Modumate
D02398,Estramustine phosphate sodium; Emcyt
D02401,Betadex; beta-Cyclodextrin
D02402,Thallous chloride Tl 201; Thallium chloride injection; Thallous chloride Tl 201
D02403,"Potassium phosphate, dibasic; Mediject P"
D02404,Procaterol hydrochloride; Pro-Air
D02405,Penicillin V benzathine
D02406,Cefatrizine
D02407,Lidamidine hydrochloride
D02408,Trimipramine maleate; Surmontil
D02409,Caffeine and sodium benzoate; Sodium caffeine benzoate; Annaca
D02410,Selfotel
D02411,Potassium sorbate
D02412,Ascorbyl palmitate
D02413,Butylated hydroxytoluene
D02414,Oxyquinoline sulfate
D02415,Apalcillin sodium
D02416,"Aluminum hydroxide; Aluminum hydroxide, dried; Dried aluminum hydroxide gel; ALterna GEL; Dialume"
D02417,Flutropium bromide; Flutropium bromide monohydrate; Flubron
D02418,Physostigmine salicylate; Antilirium
D02419,Diphenhydramine salicylate
D02420,Acetylspiramycin; Spiramycin II; Acetylspiramycin
D02423,Sodium trimetaphosphate
D02424,Glyprothiazol; IPTD
D02425,Carbutamide; Invenol
D02426,Glycyclamide; Tolcyclamide
D02427,Glibornuride; Glutril
D02428,Glisentide; Glypentide; Staticum
D02429,Glisolamide; Glysolamide; Diabenor
D02430,Gliquidone; Glurenorm
D02431,Gliflumide
D02432,Glicetanile sodium; Glydanile
D02433,Optochin hydrochloride; Ethylhydrocupreine hydrochloride
D02434,Sulfapyridine; Sulfapyridine
D02435,Sulfamerazine
D02436,Sulfamethazine; Sulfadimidine; Sulfamezathine
D02437,Sulfaguanidine
D02438,Xyloylsulfamine
D02439,Sulfamethoxypyridazine; Lederkyn
D02440,Phthalylsulfathiazole
D02441,Ethoxzolamide; Cardrase
D02442,Cyclamic acid; Hexamic acid
D02443,Sodium cyclamate
D02444,Calcium cyclamate
D02445,Tosylchloramide sodium; Chloramine T
D02446,Halazone
D02447,Succinylsulfathiazole; Succinylsulfathiazole monohydrate; Sulfasuxidine
D02448,Pyrimethamine and sulfadoxine; Fansidar
D02449,Sulfaethidole; Sul-Spansion
D02450,Sulfametomidine; Sulfametomidine monohydrate
D02451,Fadrozole hydrochloride
D02452,Benexate hydrochloride betadex; Ulgut
D02453,Flumethiazide; Ademol
D02454,Hexylcaine hydrochloride; Cyclaine
D02455,Piperocaine hydrochloride; Methycaine hydrochloride
D02456,Aminobenzoic acid; p-Aminobenzoic acid; RVPaba lipstick
D02457,Acetrizoic acid
D02458,Methylparaben sodium
D02459,Propylparaben sodium
D02460,Clopamide; Aquex
D02461,Penicillin G procaine; Duracillin
D02462,Glybuthiazol; Glybuthiazole
D02463,Balofloxacin hydrate
D02464,Ferric citrate
D02465,Micafungin sodium; Funguard; Mycamine
D02466,Amodiaquine hydrochloride; Camoquin hydrochloride
